,product_id,color,size,is_active,quantity
122,27,LightGray,"King(L70.9xW78.7"")",True,18
123,27,Beige,"Single(L39.3xW78.7"")",True,18
124,27,Beige,"Double(L55.1xW78.7"")",True,18
125,27,Beige,"Queen(L62.9xW78.7"")",True,18
126,27,Beige,"King(L70.9xW78.7"")",True,18
127,27,DarkBrown,"Single(L39.3xW78.7"")",True,18
128,27,DarkBrown,"Double(L55.1xW78.7"")",True,18
129,27,DarkBrown,"Queen(L62.9xW78.7"")",True,18
130,27,DarkBrown,"King(L70.9xW78.7"")",True,18
131,27,Navy,"Single(L39.3xW78.7"")",True,18
132,27,Navy,"Double(L55.1xW78.7"")",True,18
133,27,Navy,"Queen(L62.9xW78.7"")",True,18
134,27,Navy,"King(L70.9xW78.7"")",True,18
135,28,LightGrayCheck,"SemiDouble(L65.0xW82.7"")",True,25
136,28,LightGrayCheck,"Queen(L80.7xW82.7"")",True,25
137,28,LightGrayCheck,"King(L90.6xW82.7"")",True,25
138,28,OrangeCheck,"SemiDouble(L65.0xW82.7"")",True,25
139,28,OrangeCheck,"Queen(L80.7xW82.7"")",True,25
140,28,OrangeCheck,"King(L90.6xW82.7"")",True,25
141,28,DarkBrownCheck,"SemiDouble(L65.0xW82.7"")",True,25
142,28,DarkBrownCheck,"Queen(L80.7xW82.7"")",True,25
143,28,DarkBrownCheck,"King(L90.6xW82.7"")",True,25
144,28,NavyCheck,"SemiDouble(L65.0xW82.7"")",True,25
145,28,NavyCheck,"Queen(L80.7xW82.7"")",True,25
146,28,NavyCheck,"King(L90.6xW82.7"")",True,25
147,29,LightGray,"SemiDouble(L65.0xW82.7"")",True,25
148,29,LightGray,"Queen(L80.7xW82.7"")",True,25
149,29,LightGray,"King(L90.6xW82.7"")",True,25
150,29,Beige,"SemiDouble(L65.0xW82.7"")",True,25
151,29,Beige,"Queen(L80.7xW82.7"")",True,25
152,29,Beige,"King(L90.6xW82.7"")",True,25
153,29,DarkBrown,"SemiDouble(L65.0xW82.7"")",True,25
154,29,DarkBrown,"Queen(L80.7xW82.7"")",True,25
155,29,DarkBrown,"King(L90.6xW82.7"")",True,25
156,29,Navy,"SemiDouble(L65.0xW82.7"")",True,25
157,29,Navy,"Queen(L80.7xW82.7"")",True,25
158,29,Navy,"King(L90.6xW82.7"")",True,25
159,30,OffWhite,"Single(L39.3xW78.7"")",True,37
160,30,OffWhite,"Double(L55.1xW78.7"")",True,37
161,30,OffWhite,"Queen(L62.9xW78.7"")",True,37
162,30,OffWhite,"King(L70.9xW78.7"")",True,37
163,30,Natural,"Single(L39.3xW78.7"")",True,37
164,30,Natural,"Double(L55.1xW78.7"")",True,37
165,30,Natural,"Queen(L62.9xW78.7"")",True,37
166,30,Natural,"King(L70.9xW78.7"")",True,37
169,33,,56Pockets,True,66
170,33,,136Pockets,True,66
171,33,,264Pockets,True,66
174,36,,Regular,True,100
175,36,,Wide,True,100
179,40,,Large,True,300
180,41,,Large,True,100
181,41,,Small,True,100
182,42,White,,True,150
183,42,DarkGray,,True,150
184,43,,ExtraLarge,True,300
186,45,,A5,True,66
187,45,,B5,True,66
188,45,,A4,True,66
192,49,Black,,True,100
193,49,Gray,,True,100
194,50,,A520Holes(10Sheets),True,50
195,50,,B526Holes(10Sheets),True,50
196,50,,A430Holes(15Sheets),True,50
197,50,,A430Holes(100Sheets),True,50
199,52,,Medium,True,300
201,54,,Landscape,True,300
203,56,Silver,,True,300
208,61,,Small,True,150
209,61,,Large,True,150
221,73,,Small,True,66
222,73,,Medium,True,66
223,73,,Large,True,66
228,78,,20Pockets,True,100
229,78,,60Pockets,True,100
231,80,Beige,A5,True,66
232,80,Beige,B5,True,66
233,80,Beige,A4,True,66
234,81,,A4,True,66
235,81,,B5,True,66
236,81,,A5,True,66
237,82,,A4,True,66
238,82,,B5,True,66
239,82,,A5,True,66
257,100,,Necklaces,True,150
258,100,,Rings,True,150
261,103,Clear,,True,300
264,107,"Clear(W10.2xD14.6xH6.9"")",,True,150
265,107,"WhiteGray(W10.2xD14.6xH6.9"")",,True,150
266,108,"Clear(W10.2xD14.6xH6.9"")",,True,150
267,108,"WhiteGray(W10.2xD14.6xH6.9"")",,True,150
268,109,,"A4(8.3x11.7"")",True,75
269,109,,"A5(5.8x8.3"")",True,75
270,109,,"3.9x5.8""",True,75
271,109,,"3.5x5.0""",True,75
272,110,,Thin,True,100
273,110,,Thick,True,100
276,113,Clear,,True,150
277,113,WhiteGray,,True,150
278,114,Clear,,True,300
279,115,Black,B6,True,33
280,115,Black,A5,True,33
281,115,Black,A4,True,33
282,115,Gray,B6,True,33
283,115,Gray,A5,True,33
284,115,Gray,A4,True,33
285,116,Gray,B5,True,150
286,116,Gray,A4,True,150
287,117,Black,B5,True,150
288,117,Black,A4,True,150
289,118,Gray,Large,True,50
290,118,Gray,Small,True,50
291,118,Black,Large,True,50
292,118,Black,Small,True,50
297,123,DarkGray,A4,True,66
298,123,DarkGray,A5,True,66
299,123,DarkGray,B5,True,66
302,126,Beige,A5,True,100
303,126,Beige,B5,True,100
314,137,,Mini,True,75
315,137,,Small,True,75
316,137,,Medium,True,75
317,137,,Large,True,75
318,138,,AcrylicFrame#3,True,100
319,138,,AcrylicFrame#4,True,100
324,143,,"Small(W3.5xD1xH4.5"")",True,200
326,145,,Small,True,150
327,145,,Large,True,150
328,146,Beige,B5,True,50
329,146,Beige,A5,True,50
330,146,DarkGray,B5,True,50
331,146,DarkGray,A5,True,50
332,147,,FlatLid,True,150
333,147,,OpenLid,True,150
340,154,,Wide,True,100
341,154,,Slim,True,100
344,157,"WhiteGray(W10.2xD14.6""xH4.7"")",,True,150
345,157,"Clear(W10.2xD14.6""xH4.7"")",,True,150
346,158,Clear,,True,300
347,159,WhiteGray,,True,100
348,159,Clear,,True,100
349,160,,Small,True,100
350,160,,Large,True,100
351,161,WhiteGray,,True,200
352,162,Clear,,True,200
353,163,WhiteGray,,True,100
354,163,Clear,,True,100
356,165,Clear,"Width3.9""",True,50
357,165,Clear,"Width5.9""",True,50
358,165,WhiteGray,"Width3.9""",True,50
359,165,WhiteGray,"Width5.9""",True,50
364,170,Clear,"Width3.9""",True,50
365,170,Clear,"Width5.9""",True,50
366,170,WhiteGray,"Width3.9""",True,50
367,170,WhiteGray,"Width5.9""",True,50
369,172,Silver,,True,150
370,172,Black,,True,150
371,173,,Large,True,100
372,173,,Small,True,100
373,174,,Small,True,150
374,174,,Large,True,150
375,175,,Blank-Wide,True,40
376,175,,Blank,True,40
377,175,,CheckBox,True,40
378,175,,Dates,True,40
379,175,,DaysofWeek,True,40
382,178,WhiteCheck,XS,True,12
383,178,WhiteCheck,S,True,12
384,178,WhiteCheck,M,True,12
385,178,WhiteCheck,L,True,12
386,178,WhiteCheck,XL,True,12
387,178,WhiteCheck,XXL,True,12
388,178,GreyCheck,XS,True,12
389,178,GreyCheck,S,True,12
390,178,GreyCheck,M,True,12
391,178,GreyCheck,L,True,12
392,178,GreyCheck,XL,True,12
393,178,GreyCheck,XXL,True,12
394,178,WhiteStripe,XS,True,12
395,178,WhiteStripe,S,True,12
396,178,WhiteStripe,M,True,12
397,178,WhiteStripe,L,True,12
398,178,WhiteStripe,XL,True,12
399,178,WhiteStripe,XXL,True,12
400,178,NavyStripe,XS,True,12
401,178,NavyStripe,S,True,12
402,178,NavyStripe,M,True,12
403,178,NavyStripe,L,True,12
404,178,NavyStripe,XL,True,12
405,178,NavyStripe,XXL,True,12
406,179,YellowStripe,XS,True,12
407,179,YellowStripe,S,True,12
408,179,YellowStripe,M,True,12
409,179,YellowStripe,L,True,12
410,179,YellowStripe,XL,True,12
411,179,YellowStripe,XXL,True,12
412,179,BlueStripe,XS,True,12
413,179,BlueStripe,S,True,12
414,179,BlueStripe,M,True,12
415,179,BlueStripe,L,True,12
416,179,BlueStripe,XL,True,12
417,179,BlueStripe,XXL,True,12
418,179,NavyStripe,XS,True,12
419,179,NavyStripe,S,True,12
420,179,NavyStripe,M,True,12
421,179,NavyStripe,L,True,12
422,179,NavyStripe,XL,True,12
423,179,NavyStripe,XXL,True,12
424,179,BrownStripe,XS,True,12
425,179,BrownStripe,S,True,12
426,179,BrownStripe,M,True,12
427,179,BrownStripe,L,True,12
428,179,BrownStripe,XL,True,12
429,179,BrownStripe,XXL,True,12
430,180,White,XS,True,10
431,180,White,S,True,10
432,180,White,M,True,10
433,180,White,L,True,10
434,180,White,XL,True,10
435,180,White,XXL,True,10
436,180,Black,XS,True,10
437,180,Black,S,True,10
438,180,Black,M,True,10
439,180,Black,L,True,10
440,180,Black,XL,True,10
441,180,Black,XXL,True,10
442,180,Green,XS,True,10
443,180,Green,S,True,10
444,180,Green,M,True,10
445,180,Green,L,True,10
446,180,Green,XL,True,10
447,180,Green,XXL,True,10
448,180,SaxeBlue,XS,True,10
449,180,SaxeBlue,S,True,10
450,180,SaxeBlue,M,True,10
451,180,SaxeBlue,L,True,10
452,180,SaxeBlue,XL,True,10
453,180,SaxeBlue,XXL,True,10
454,180,Blue,XS,True,10
455,180,Blue,S,True,10
456,180,Blue,M,True,10
457,180,Blue,L,True,10
458,180,Blue,XL,True,10
459,180,Blue,XXL,True,10
460,181,White,XS,True,10
461,181,White,S,True,10
462,181,White,M,True,10
463,181,White,L,True,10
464,181,White,XL,True,10
465,181,White,XXL,True,10
466,181,Yellow,XS,True,10
467,181,Yellow,S,True,10
468,181,Yellow,M,True,10
469,181,Yellow,L,True,10
470,181,Yellow,XL,True,10
471,181,Yellow,XXL,True,10
472,181,SaxeBlue,XS,True,10
473,181,SaxeBlue,S,True,10
474,181,SaxeBlue,M,True,10
475,181,SaxeBlue,L,True,10
476,181,SaxeBlue,XL,True,10
477,181,SaxeBlue,XXL,True,10
478,181,Blue,XS,True,10
479,181,Blue,S,True,10
480,181,Blue,M,True,10
481,181,Blue,L,True,10
482,181,Blue,XL,True,10
483,181,Blue,XXL,True,10
484,181,Navy,XS,True,10
485,181,Navy,S,True,10
486,181,Navy,M,True,10
487,181,Navy,L,True,10
488,181,Navy,XL,True,10
489,181,Navy,XXL,True,10
490,182,Natural,XS,True,50
491,182,Natural,S,True,50
492,182,Natural,M,True,50
493,182,Natural,L,True,50
494,182,Natural,XL,True,50
495,182,Natural,XXL,True,50
496,183,WhiteStripe,XS,True,12
497,183,WhiteStripe,S,True,12
498,183,WhiteStripe,M,True,12
499,183,WhiteStripe,L,True,12
500,183,WhiteStripe,XL,True,12
501,183,WhiteStripe,XXL,True,12
502,183,SaxeBlueStripe,XS,True,12
503,183,SaxeBlueStripe,S,True,12
504,183,SaxeBlueStripe,M,True,12
505,183,SaxeBlueStripe,L,True,12
506,183,SaxeBlueStripe,XL,True,12
507,183,SaxeBlueStripe,XXL,True,12
508,183,SaxeBlueCheck,XS,True,12
509,183,SaxeBlueCheck,S,True,12
510,183,SaxeBlueCheck,M,True,12
511,183,SaxeBlueCheck,L,True,12
512,183,SaxeBlueCheck,XL,True,12
513,183,SaxeBlueCheck,XXL,True,12
514,183,BlueCheck,XS,True,12
515,183,BlueCheck,S,True,12
516,183,BlueCheck,M,True,12
517,183,BlueCheck,L,True,12
518,183,BlueCheck,XL,True,12
519,183,BlueCheck,XXL,True,12
520,184,White,XS,True,30
521,184,White,S,True,30
522,184,White,M,True,30
523,184,White,L,True,30
524,184,White,XL,True,30
525,184,DarkNavy,XS,True,30
526,184,DarkNavy,S,True,30
527,184,DarkNavy,M,True,30
528,184,DarkNavy,L,True,30
529,184,DarkNavy,XL,True,30
530,185,White,XS,True,30
531,185,White,S,True,30
532,185,White,M,True,30
533,185,White,L,True,30
534,185,White,XL,True,30
535,185,Navy,XS,True,30
536,185,Navy,S,True,30
537,185,Navy,M,True,30
538,185,Navy,L,True,30
539,185,Navy,XL,True,30
540,186,White,XS,True,10
541,186,White,S,True,10
542,186,White,M,True,10
543,186,White,L,True,10
544,186,White,XL,True,10
545,186,White,XXL,True,10
546,186,LightGray,XS,True,10
547,186,LightGray,S,True,10
548,186,LightGray,M,True,10
549,186,LightGray,L,True,10
550,186,LightGray,XL,True,10
551,186,LightGray,XXL,True,10
552,186,Navy,XS,True,10
553,186,Navy,S,True,10
554,186,Navy,M,True,10
555,186,Navy,L,True,10
556,186,Navy,XL,True,10
557,186,Navy,XXL,True,10
558,186,DarkNavy,XS,True,10
559,186,DarkNavy,S,True,10
560,186,DarkNavy,M,True,10
561,186,DarkNavy,L,True,10
562,186,DarkNavy,XL,True,10
563,186,DarkNavy,XXL,True,10
564,186,Black,XS,True,10
565,186,Black,S,True,10
566,186,Black,M,True,10
567,186,Black,L,True,10
568,186,Black,XL,True,10
569,186,Black,XXL,True,10
570,187,RedCheck,XS,True,16
571,187,RedCheck,S,True,16
572,187,RedCheck,M,True,16
573,187,RedCheck,L,True,16
574,187,RedCheck,XL,True,16
575,187,RedCheck,XXL,True,16
576,187,GreenCheck,XS,True,16
577,187,GreenCheck,S,True,16
578,187,GreenCheck,M,True,16
579,187,GreenCheck,L,True,16
580,187,GreenCheck,XL,True,16
581,187,GreenCheck,XXL,True,16
582,187,NavyCheck,XS,True,16
583,187,NavyCheck,S,True,16
584,187,NavyCheck,M,True,16
585,187,NavyCheck,L,True,16
586,187,NavyCheck,XL,True,16
587,187,NavyCheck,XXL,True,16
588,188,SmokyGreen,XS,True,16
589,188,SmokyGreen,S,True,16
590,188,SmokyGreen,M,True,16
591,188,SmokyGreen,L,True,16
592,188,SmokyGreen,XL,True,16
593,188,SmokyGreen,XXL,True,16
594,188,Khaki,XS,True,16
595,188,Khaki,S,True,16
596,188,Khaki,M,True,16
597,188,Khaki,L,True,16
598,188,Khaki,XL,True,16
599,188,Khaki,XXL,True,16
600,188,Black,XS,True,16
601,188,Black,S,True,16
602,188,Black,M,True,16
603,188,Black,L,True,16
604,188,Black,XL,True,16
605,188,Black,XXL,True,16
606,189,BeigeCheck,XS,True,16
607,189,BeigeCheck,S,True,16
608,189,BeigeCheck,M,True,16
609,189,BeigeCheck,L,True,16
610,189,BeigeCheck,XL,True,16
611,189,BeigeCheck,XXL,True,16
612,189,BlueCheck,XS,True,16
613,189,BlueCheck,S,True,16
614,189,BlueCheck,M,True,16
615,189,BlueCheck,L,True,16
616,189,BlueCheck,XL,True,16
617,189,BlueCheck,XXL,True,16
618,189,DarkNavyCheck,XS,True,16
619,189,DarkNavyCheck,S,True,16
620,189,DarkNavyCheck,M,True,16
621,189,DarkNavyCheck,L,True,16
622,189,DarkNavyCheck,XL,True,16
623,189,DarkNavyCheck,XXL,True,16
624,190,White,XS,True,12
625,190,White,S,True,12
626,190,White,M,True,12
627,190,White,L,True,12
628,190,White,XL,True,12
629,190,White,XXL,True,12
630,190,Black,XS,True,12
631,190,Black,S,True,12
632,190,Black,M,True,12
633,190,Black,L,True,12
634,190,Black,XL,True,12
635,190,Black,XXL,True,12
636,190,SmokyGreen,XS,True,12
637,190,SmokyGreen,S,True,12
638,190,SmokyGreen,M,True,12
639,190,SmokyGreen,L,True,12
640,190,SmokyGreen,XL,True,12
641,190,SmokyGreen,XXL,True,12
642,190,LightBlue,XS,True,12
643,190,LightBlue,S,True,12
644,190,LightBlue,M,True,12
645,190,LightBlue,L,True,12
646,190,LightBlue,XL,True,12
647,190,LightBlue,XXL,True,12
648,191,White,XS,True,12
649,191,White,S,True,12
650,191,White,M,True,12
651,191,White,L,True,12
652,191,White,XL,True,12
653,191,White,XXL,True,12
654,191,GrayishBrown,XS,True,12
655,191,GrayishBrown,S,True,12
656,191,GrayishBrown,M,True,12
657,191,GrayishBrown,L,True,12
658,191,GrayishBrown,XL,True,12
659,191,GrayishBrown,XXL,True,12
660,191,Green,XS,True,12
661,191,Green,S,True,12
662,191,Green,M,True,12
663,191,Green,L,True,12
664,191,Green,XL,True,12
665,191,Green,XXL,True,12
666,191,Black,XS,True,12
667,191,Black,S,True,12
668,191,Black,M,True,12
669,191,Black,L,True,12
670,191,Black,XL,True,12
671,191,Black,XXL,True,12
672,192,White,XS,True,12
673,192,White,S,True,12
674,192,White,M,True,12
675,192,White,L,True,12
676,192,White,XL,True,12
677,192,White,XXL,True,12
678,192,Natural,XS,True,12
679,192,Natural,S,True,12
680,192,Natural,M,True,12
681,192,Natural,L,True,12
682,192,Natural,XL,True,12
683,192,Natural,XXL,True,12
684,192,SmokyBlue,XS,True,12
685,192,SmokyBlue,S,True,12
686,192,SmokyBlue,M,True,12
687,192,SmokyBlue,L,True,12
688,192,SmokyBlue,XL,True,12
689,192,SmokyBlue,XXL,True,12
690,192,Navy,XS,True,12
691,192,Navy,S,True,12
692,192,Navy,M,True,12
693,192,Navy,L,True,12
694,192,Navy,XL,True,12
695,192,Navy,XXL,True,12
696,193,White,XS,True,10
697,193,White,S,True,10
698,193,White,M,True,10
699,193,White,L,True,10
700,193,White,XL,True,10
701,193,Gray,XS,True,10
702,193,Gray,S,True,10
703,193,Gray,M,True,10
704,193,Gray,L,True,10
705,193,Gray,XL,True,10
706,193,Blue,XS,True,10
707,193,Blue,S,True,10
708,193,Blue,M,True,10
709,193,Blue,L,True,10
710,193,Blue,XL,True,10
711,193,SmokyGreen,XS,True,10
712,193,SmokyGreen,S,True,10
713,193,SmokyGreen,M,True,10
714,193,SmokyGreen,L,True,10
715,193,SmokyGreen,XL,True,10
716,193,DarkNavy,XS,True,10
717,193,DarkNavy,S,True,10
718,193,DarkNavy,M,True,10
719,193,DarkNavy,L,True,10
720,193,DarkNavy,XL,True,10
721,193,Black,XS,True,10
722,193,Black,S,True,10
723,193,Black,M,True,10
724,193,Black,L,True,10
725,193,Black,XL,True,10
726,194,WhiteStripe,XS,True,30
727,194,WhiteStripe,S,True,30
728,194,WhiteStripe,M,True,30
729,194,WhiteStripe,L,True,30
730,194,WhiteStripe,XL,True,30
731,194,DarkNavyStripe,XS,True,30
732,194,DarkNavyStripe,S,True,30
733,194,DarkNavyStripe,M,True,30
734,194,DarkNavyStripe,L,True,30
735,194,DarkNavyStripe,XL,True,30
736,195,White,XS,True,10
737,195,White,S,True,10
738,195,White,M,True,10
739,195,White,L,True,10
740,195,White,XL,True,10
741,195,White,XXL,True,10
742,195,Natural,XS,True,10
743,195,Natural,S,True,10
744,195,Natural,M,True,10
745,195,Natural,L,True,10
746,195,Natural,XL,True,10
747,195,Natural,XXL,True,10
748,195,Gray,XS,True,10
749,195,Gray,S,True,10
750,195,Gray,M,True,10
751,195,Gray,L,True,10
752,195,Gray,XL,True,10
753,195,Gray,XXL,True,10
754,195,Blue,XS,True,10
755,195,Blue,S,True,10
756,195,Blue,M,True,10
757,195,Blue,L,True,10
758,195,Blue,XL,True,10
759,195,Blue,XXL,True,10
760,195,Navy,XS,True,10
761,195,Navy,S,True,10
762,195,Navy,M,True,10
763,195,Navy,L,True,10
764,195,Navy,XL,True,10
765,195,Navy,XXL,True,10
766,196,White,XS,True,10
767,196,White,S,True,10
768,196,White,M,True,10
769,196,White,L,True,10
770,196,White,XL,True,10
771,196,LightGray,XS,True,10
772,196,LightGray,S,True,10
773,196,LightGray,M,True,10
774,196,LightGray,L,True,10
775,196,LightGray,XL,True,10
776,196,Pink,XS,True,10
777,196,Pink,S,True,10
778,196,Pink,M,True,10
779,196,Pink,L,True,10
780,196,Pink,XL,True,10
781,196,MediumGray,XS,True,10
782,196,MediumGray,S,True,10
783,196,MediumGray,M,True,10
784,196,MediumGray,L,True,10
785,196,MediumGray,XL,True,10
786,196,SmokyBlue,XS,True,10
787,196,SmokyBlue,S,True,10
788,196,SmokyBlue,M,True,10
789,196,SmokyBlue,L,True,10
790,196,SmokyBlue,XL,True,10
791,196,Black,XS,True,10
792,196,Black,S,True,10
793,196,Black,M,True,10
794,196,Black,L,True,10
795,196,Black,XL,True,10
796,197,GreenStripe,XS,True,12
797,197,GreenStripe,S,True,12
798,197,GreenStripe,M,True,12
799,197,GreenStripe,L,True,12
800,197,GreenStripe,XL,True,12
801,197,GreenStripe,XXL,True,12
802,197,SkyBlueStripe,XS,True,12
803,197,SkyBlueStripe,S,True,12
804,197,SkyBlueStripe,M,True,12
805,197,SkyBlueStripe,L,True,12
806,197,SkyBlueStripe,XL,True,12
807,197,SkyBlueStripe,XXL,True,12
808,197,GrayCheck,XS,True,12
809,197,GrayCheck,S,True,12
810,197,GrayCheck,M,True,12
811,197,GrayCheck,L,True,12
812,197,GrayCheck,XL,True,12
813,197,GrayCheck,XXL,True,12
814,197,NavyCheck,XS,True,12
815,197,NavyCheck,S,True,12
816,197,NavyCheck,M,True,12
817,197,NavyCheck,L,True,12
818,197,NavyCheck,XL,True,12
819,197,NavyCheck,XXL,True,12
820,198,White,XS,True,7
821,198,White,S,True,7
822,198,White,M,True,7
823,198,White,L,True,7
824,198,White,XL,True,7
825,198,White,XXL,True,7
826,198,SandBeige,XS,True,7
827,198,SandBeige,S,True,7
828,198,SandBeige,M,True,7
829,198,SandBeige,L,True,7
830,198,SandBeige,XL,True,7
831,198,SandBeige,XXL,True,7
832,198,Purple,XS,True,7
833,198,Purple,S,True,7
834,198,Purple,M,True,7
835,198,Purple,L,True,7
836,198,Purple,XL,True,7
837,198,Purple,XXL,True,7
838,198,Brown,XS,True,7
839,198,Brown,S,True,7
840,198,Brown,M,True,7
841,198,Brown,L,True,7
842,198,Brown,XL,True,7
843,198,Brown,XXL,True,7
844,198,Gray,XS,True,7
845,198,Gray,S,True,7
846,198,Gray,M,True,7
847,198,Gray,L,True,7
848,198,Gray,XL,True,7
849,198,Gray,XXL,True,7
850,198,Navy,XS,True,7
851,198,Navy,S,True,7
852,198,Navy,M,True,7
