,user_id,age,gender,income,location,preferences
65,66,18,['Female'],Medium,['New York'],"{'stationery': 0.11494930434321904, 'travel': 0.4063707926022856, 'home': 0.8561374040431065, 'skin-care': 0.5410667253998771, 'fashion': 0.8709864108125683}"
66,67,44,['Male'],Low,['Boston'],"{'stationery': 0.6695679288378423, 'travel': 0.7105901210955787, 'home': 0.0032499259694753757, 'skin-care': 0.9978732711133298, 'fashion': 0.6012216171662914}"
67,68,28,['Female'],Medium,['Boston'],"{'stationery': 0.39436790594015825, 'travel': 0.7684551104338242, 'home': 0.3417284580754557, 'skin-care': 0.7040733557397247, 'fashion': 0.8027024677547269}"
68,69,50,['Male'],High,['New York'],"{'stationery': 0.9669702707139504, 'travel': 0.005011203861730595, 'home': 0.48552481153464233, 'skin-care': 0.2714942469543261, 'fashion': 0.3108271795053569}"
69,70,64,['Female'],Medium,['Boston'],"{'stationery': 0.8946074031633929, 'travel': 0.527158410707792, 'home': 0.8630783263513964, 'skin-care': 0.3724784639916563, 'fashion': 0.3047436279521486}"
70,71,30,['Female'],Medium,['New York'],"{'stationery': 0.3852427252164533, 'travel': 0.8505364992050564, 'home': 0.27980293633834297, 'skin-care': 0.5004964898235917, 'fashion': 0.6257705988488808}"
71,72,49,['Male'],High,['Portland'],"{'stationery': 0.8551913475002995, 'travel': 0.6466412682778362, 'home': 0.6212541986038487, 'skin-care': 0.45921102768728794, 'fashion': 0.6662679594182452}"
72,73,32,['Male'],Medium,['Portland'],"{'stationery': 0.8567697210409033, 'travel': 0.10894658492203257, 'home': 0.7665879044030349, 'skin-care': 0.9391953843244099, 'fashion': 0.7686812163477444}"
73,74,32,['Female'],High,['Boston'],"{'stationery': 0.0077240073077683435, 'travel': 0.07216627758768701, 'home': 0.0016845212092633233, 'skin-care': 0.9748904378719342, 'fashion': 0.49923304758839726}"
74,75,52,['Male'],High,['Portland'],"{'stationery': 0.1933669476674572, 'travel': 0.6011964936526126, 'home': 0.17934411751030732, 'skin-care': 0.0562500989107263, 'fashion': 0.10978208396648947}"
75,76,56,['Female'],Medium,['New York'],"{'stationery': 0.7718359428091164, 'travel': 0.8357109964156487, 'home': 0.21665590292830417, 'skin-care': 0.5902393660491462, 'fashion': 0.5283748126260771}"
76,77,22,['Female'],Low,['Portland'],"{'stationery': 0.7312467147184863, 'travel': 0.933222330635839, 'home': 0.9932401295486144, 'skin-care': 0.915812779531655, 'fashion': 0.08001530005744617}"
77,78,38,['Male'],Low,['Boston'],"{'stationery': 0.25038226086975013, 'travel': 0.3687970207186928, 'home': 0.07832282841086902, 'skin-care': 0.8506766482679289, 'fashion': 0.5015808922597567}"
78,79,27,['Female'],Medium,['Boston'],"{'stationery': 0.1665748205024178, 'travel': 0.4968386712708245, 'home': 0.10211441647994635, 'skin-care': 0.2792028229179101, 'fashion': 0.37162744763268074}"
79,80,42,['Female'],Low,['Portland'],"{'stationery': 0.8097891368528914, 'travel': 0.6665039052521506, 'home': 0.6626431646805306, 'skin-care': 0.9021135730738729, 'fashion': 0.9931739204936185}"
80,81,25,['Female'],High,['New York'],"{'stationery': 0.7379570753876576, 'travel': 0.05959636000026769, 'home': 0.20296667851240935, 'skin-care': 0.33338689466414295, 'fashion': 0.1534903905124293}"
81,82,59,['Male'],Low,['Boston'],"{'stationery': 0.8281134896980917, 'travel': 0.23713505551766978, 'home': 0.9913763069237299, 'skin-care': 0.8740513922295562, 'fashion': 0.9557546463401898}"
82,83,43,['Female'],Low,['New York'],"{'stationery': 0.9182332535985432, 'travel': 0.021336886978168712, 'home': 0.835969179624272, 'skin-care': 0.061520894592457465, 'fashion': 0.9352777688342709}"
83,84,23,['Female'],Medium,['Portland'],"{'stationery': 0.015900668330199097, 'travel': 0.1620726412139052, 'home': 0.7506863079412615, 'skin-care': 0.713057111128984, 'fashion': 0.5739841477743677}"
84,85,52,['Female'],Medium,['Portland'],"{'stationery': 0.6430938044740294, 'travel': 0.6870674953215428, 'home': 0.889289273750511, 'skin-care': 0.1239214123453779, 'fashion': 0.6459829311268284}"
85,86,48,['Male'],Medium,['Boston'],"{'stationery': 0.5942025078118411, 'travel': 0.7273158817280373, 'home': 0.2213691858085194, 'skin-care': 0.2199586988691692, 'fashion': 0.6430780140796403}"
86,87,50,['Female'],Low,['Boston'],"{'stationery': 0.2528766971592422, 'travel': 0.22588485450401352, 'home': 0.8379581136773573, 'skin-care': 0.05571782331290143, 'fashion': 0.07260485832096686}"
87,88,23,['Male'],High,['Portland'],"{'stationery': 0.13768153902169267, 'travel': 0.40931662872612584, 'home': 0.21176612269384976, 'skin-care': 0.02074382925542695, 'fashion': 0.9412688195508152}"
88,89,25,['Female'],Low,['Boston'],"{'stationery': 0.7001649228094626, 'travel': 0.110021765177862, 'home': 0.01831390494389007, 'skin-care': 0.9552114637760752, 'fashion': 0.5227505549469169}"
89,90,65,['Female'],Low,['Boston'],"{'stationery': 0.6529778715796506, 'travel': 0.31903444898264965, 'home': 0.6758795135864677, 'skin-care': 0.16228669248632377, 'fashion': 0.6998244692210328}"
90,91,21,['Female'],High,['New York'],"{'stationery': 0.23274010110648768, 'travel': 0.03795994145431003, 'home': 0.5755717801530864, 'skin-care': 0.9115512425922336, 'fashion': 0.06326362008233621}"
91,92,42,['Male'],High,['New York'],"{'stationery': 0.9535609851050025, 'travel': 0.03391255933505821, 'home': 0.16807507907856978, 'skin-care': 0.8757252813538069, 'fashion': 0.47400812080319976}"
92,93,44,['Female'],Low,['Boston'],"{'stationery': 0.48035495748136015, 'travel': 0.8537515444995412, 'home': 0.1827245673947625, 'skin-care': 0.4594975174665894, 'fashion': 0.8364027441335213}"
93,94,65,['Male'],Low,['Boston'],"{'stationery': 0.9476811684159154, 'travel': 0.49594991508940267, 'home': 0.3828246229824158, 'skin-care': 0.9780500062359414, 'fashion': 0.8858203909719377}"
94,95,37,['Female'],High,['Boston'],"{'stationery': 0.6450665860711934, 'travel': 0.03852671423622778, 'home': 0.4098061468254295, 'skin-care': 0.8044856192011668, 'fashion': 0.11686788068843323}"
95,96,32,['Male'],High,['New York'],"{'stationery': 0.24269677313987237, 'travel': 0.9141176276990608, 'home': 0.5589590064121662, 'skin-care': 0.3388271434475487, 'fashion': 0.8381833609573343}"
96,97,57,['Male'],Medium,['New York'],"{'stationery': 0.12519626546495, 'travel': 0.13197839848502801, 'home': 0.39172116274009805, 'skin-care': 0.22678029899572927, 'fashion': 0.9291179087655894}"
97,98,37,['Female'],Medium,['Boston'],"{'stationery': 0.3847091171741658, 'travel': 0.6647433652752148, 'home': 0.30844958338376915, 'skin-care': 0.8721453107948217, 'fashion': 0.4452513094230871}"
98,99,50,['Female'],Medium,['Boston'],"{'stationery': 0.4502286672112943, 'travel': 0.015468496793616726, 'home': 0.7785551151074728, 'skin-care': 0.47814135009093106, 'fashion': 0.09279032724253711}"
99,100,33,['Female'],Medium,['New York'],"{'stationery': 0.871047707889726, 'travel': 0.17431072154520022, 'home': 0.3634238249116518, 'skin-care': 0.8292560095981744, 'fashion': 0.25164719602117924}"
100,101,27,['Female'],Low,['New York'],"{'stationery': 0.4668269644353851, 'travel': 0.9958310530711618, 'home': 0.7360035297063413, 'skin-care': 0.39091657356445064, 'fashion': 0.020822390097165355}"
101,102,49,['Female'],High,['Boston'],"{'stationery': 0.14313007468878558, 'travel': 0.7710180785820707, 'home': 0.534608532737117, 'skin-care': 0.9682796201703634, 'fashion': 0.6550738753427976}"
102,103,26,['Male'],High,['Boston'],"{'stationery': 0.696029003523453, 'travel': 0.09644061613224386, 'home': 0.9122118149507753, 'skin-care': 0.36788539455752467, 'fashion': 0.9774639150017336}"
103,104,42,['Male'],Low,['Boston'],"{'stationery': 0.13309267389979895, 'travel': 0.0504915125379537, 'home': 0.17541366388509017, 'skin-care': 0.5841107094718362, 'fashion': 0.9403136049986758}"
104,105,32,['Female'],High,['Boston'],"{'stationery': 0.49468447366214663, 'travel': 0.9170506876757576, 'home': 0.7414426252313011, 'skin-care': 0.12875850853067827, 'fashion': 0.3696021912318216}"
105,106,39,['Male'],High,['Boston'],"{'stationery': 0.6726382469867989, 'travel': 0.27458633276442546, 'home': 0.7193368430284977, 'skin-care': 0.970545565635547, 'fashion': 0.478429353253636}"
106,107,32,['Male'],Medium,['New York'],"{'stationery': 0.6294541905253652, 'travel': 0.7044809124603394, 'home': 0.4731260341936093, 'skin-care': 0.32706611443075784, 'fashion': 0.19107475736140966}"
107,108,24,['Male'],Medium,['New York'],"{'stationery': 0.47588146010398136, 'travel': 0.897205987432362, 'home': 0.9687625428940878, 'skin-care': 0.9417563577026932, 'fashion': 0.12204940938235753}"
108,109,42,['Female'],High,['New York'],"{'stationery': 0.19228548527637113, 'travel': 0.7429474160750564, 'home': 0.2099919636826061, 'skin-care': 0.8987590661234173, 'fashion': 0.7073148089324885}"
109,110,47,['Female'],Medium,['New York'],"{'stationery': 0.23500719259057357, 'travel': 0.6447938629169511, 'home': 0.7507577972864369, 'skin-care': 0.7505238078968646, 'fashion': 0.45535644212488935}"
110,111,44,['Female'],High,['Portland'],"{'stationery': 0.2711864402612787, 'travel': 0.17981218700348767, 'home': 0.7943964886075574, 'skin-care': 0.4927741132413176, 'fashion': 0.386104128832754}"
111,112,25,['Female'],High,['New York'],"{'stationery': 0.6878743474272798, 'travel': 0.3374031981266652, 'home': 0.22228257841217702, 'skin-care': 0.33435473947388816, 'fashion': 0.24587380001288517}"
112,113,65,['Female'],High,['Boston'],"{'stationery': 0.96636834969034, 'travel': 0.6918749661063822, 'home': 0.2893253024637388, 'skin-care': 0.24582431899661494, 'fashion': 0.2781561444405497}"
113,114,23,['Female'],Low,['New York'],"{'stationery': 0.41664326594216583, 'travel': 0.5656027963622946, 'home': 0.5407612119068936, 'skin-care': 0.14962351965624576, 'fashion': 0.8167523247717409}"
114,115,37,['Male'],Low,['New York'],"{'stationery': 0.3095128552373614, 'travel': 0.49192990982607365, 'home': 0.6164025028783826, 'skin-care': 0.9127882122418861, 'fashion': 0.15415563612924454}"
115,116,44,['Female'],High,['Portland'],"{'stationery': 0.49701674154001785, 'travel': 0.3121344039544365, 'home': 0.28117822821658844, 'skin-care': 0.9211990746989636, 'fashion': 0.08769242297020319}"
116,117,46,['Female'],Low,['Portland'],"{'stationery': 0.6734597910872784, 'travel': 0.23231918460179346, 'home': 0.20255641321082474, 'skin-care': 0.45177077374594354, 'fashion': 0.6332511673290369}"
117,118,44,['Female'],Low,['New York'],"{'stationery': 0.7205702148806948, 'travel': 0.5141404759631462, 'home': 0.16115614702119718, 'skin-care': 0.4683800990600159, 'fashion': 0.5057277497676911}"
118,119,30,['Female'],High,['Boston'],"{'stationery': 0.075081290884221, 'travel': 0.9664558802203321, 'home': 0.862796408303035, 'skin-care': 0.04036927811892621, 'fashion': 0.8526886095613458}"
119,120,34,['Male'],Medium,['Boston'],"{'stationery': 0.8366939639301231, 'travel': 0.3144781783102214, 'home': 0.29232325054387454, 'skin-care': 0.37061533040053873, 'fashion': 0.35325861794806834}"
120,121,53,['Female'],Low,['New York'],"{'stationery': 0.37916144272863916, 'travel': 0.9997479796456299, 'home': 0.6409213217692856, 'skin-care': 0.6984591531274993, 'fashion': 0.9869129274911498}"
121,122,30,['Female'],Low,['New York'],"{'stationery': 0.6388546098270219, 'travel': 0.6954840504861447, 'home': 0.17150868507490036, 'skin-care': 0.8912699668900252, 'fashion': 0.7362664566496719}"
122,123,52,['Female'],High,['Portland'],"{'stationery': 0.7543283649082373, 'travel': 0.16689531318370054, 'home': 0.6459928630605856, 'skin-care': 0.4720277373098052, 'fashion': 0.4168990453763196}"
123,124,27,['Female'],Medium,['Boston'],"{'stationery': 0.6347572361329873, 'travel': 0.7134424575074843, 'home': 0.1489534417408448, 'skin-care': 0.030345049908918842, 'fashion': 0.9505095742196152}"
124,125,27,['Female'],Low,['New York'],"{'stationery': 0.2432926982514979, 'travel': 0.1218262169284613, 'home': 0.8298887183766633, 'skin-care': 0.5568485018071249, 'fashion': 0.9001360887850903}"
125,126,64,['Female'],High,['Boston'],"{'stationery': 0.7941218006317349, 'travel': 0.564985270660728, 'home': 0.8615026552129871, 'skin-care': 0.5043282538408813, 'fashion': 0.051899282968621785}"
126,127,65,['Female'],High,['Boston'],"{'stationery': 0.07753493337932582, 'travel': 0.82027934309696, 'home': 0.7955281331767883, 'skin-care': 0.35201493517882687, 'fashion': 0.8171974744925383}"
127,128,64,['Female'],Low,['Portland'],"{'stationery': 0.8845660114158861, 'travel': 0.4112112428252146, 'home': 0.31267400127693534, 'skin-care': 0.7461825889888132, 'fashion': 0.9097699038284751}"
128,129,42,['Female'],Medium,['Boston'],"{'stationery': 0.7073163661698807, 'travel': 0.827473842763033, 'home': 0.3134092512762946, 'skin-care': 0.14943352214519012, 'fashion': 0.4871803294540704}"
129,130,39,['Male'],High,['Portland'],"{'stationery': 0.5461823779262596, 'travel': 0.44060670961461446, 'home': 0.6704253046210481, 'skin-care': 0.0752696085114789, 'fashion': 0.6688775625281638}"
130,131,40,['Female'],Medium,['New York'],"{'stationery': 0.20792179316541415, 'travel': 0.6866470581987955, 'home': 0.9612601241944975, 'skin-care': 0.711519882485269, 'fashion': 0.4176792973867409}"
131,132,25,['Female'],High,['Boston'],"{'stationery': 0.5847568248850061, 'travel': 0.1696072417139557, 'home': 0.2582668352916342, 'skin-care': 0.5178092780476206, 'fashion': 0.08112085609072828}"
132,133,61,['Female'],Low,['Boston'],"{'stationery': 0.33088332894197436, 'travel': 0.4416145125395088, 'home': 0.07226617832181825, 'skin-care': 0.5041589085688417, 'fashion': 0.8486455607283308}"
133,134,37,['Female'],High,['Portland'],"{'stationery': 0.5427235695288152, 'travel': 0.3952407350647972, 'home': 0.8007903541160019, 'skin-care': 0.3008800760821453, 'fashion': 0.6276035588640811}"
134,135,45,['Female'],Medium,['New York'],"{'stationery': 0.7641696066547359, 'travel': 0.010400995097565535, 'home': 0.2731023465905117, 'skin-care': 0.900008095652759, 'fashion': 0.7030499006666552}"
135,136,60,['Female'],Medium,['New York'],"{'stationery': 0.17579269107485307, 'travel': 0.7086072514660569, 'home': 0.7507587977538178, 'skin-care': 0.6156445735225766, 'fashion': 0.6324157254295406}"
136,137,50,['Male'],Medium,['Boston'],"{'stationery': 0.2955984786051069, 'travel': 0.506831351219119, 'home': 0.9997015848105153, 'skin-care': 0.5485919265907996, 'fashion': 0.7182016851788033}"
137,138,59,['Female'],High,['New York'],"{'stationery': 0.9970361992508856, 'travel': 0.5328793950255228, 'home': 0.059410539073652124, 'skin-care': 0.17255855969259015, 'fashion': 0.891069905789662}"
138,139,63,['Female'],Medium,['Portland'],"{'stationery': 0.005482688327035579, 'travel': 0.6228042152316853, 'home': 0.4786135097371881, 'skin-care': 0.1386442048961386, 'fashion': 0.7004603995014402}"
