id,user_id,product_id,date,quantity,total_price
56,12,128,2023-09-25,5,149.5
57,12,730,2023-05-16,1,2.9
58,12,994,2023-11-07,3,209.7
59,12,1201,2023-08-23,5,124.95
60,13,329,2023-07-12,5,39.5
61,14,72,2023-02-25,1,2.9
62,14,1407,2023-01-01,2,11.8
63,14,52,2023-08-07,5,59.5
64,14,432,2023-12-29,5,9.5
65,14,1532,2023-06-19,3,71.7
66,14,930,2023-03-31,2,139.98
67,14,922,2023-05-03,5,99.95
68,14,1286,2023-01-14,5,9.5
69,14,292,2023-11-29,1,15.0
70,15,553,2023-04-10,2,59.8
71,15,1481,2023-08-20,3,89.7
72,15,1494,2023-08-26,2,60.0
73,15,1233,2023-11-16,4,47.6
74,15,1048,2023-12-01,2,59.8
75,16,1066,2023-05-14,5,99.5
76,16,1387,2023-12-10,3,750.0
77,16,748,2023-11-23,4,756.0
78,16,1227,2023-09-21,3,17.7
79,16,79,2023-06-21,1,32.9
80,16,1183,2023-10-09,4,19.6
81,17,313,2023-03-18,5,69.5
82,17,367,2023-07-31,2,25.8
83,18,100,2023-03-13,2,23.8
84,18,314,2023-10-30,2,23.8
85,18,1099,2023-10-13,2,7.8
86,19,420,2023-08-30,2,13.8
87,19,366,2023-02-19,3,14.7
88,19,38,2023-04-07,3,8.7
89,19,1022,2023-07-06,5,75.0
90,19,1233,2023-09-19,4,47.6
91,20,928,2023-08-14,5,149.5
92,20,54,2023-06-13,4,79.6
93,20,107,2023-02-21,1,18.9
94,20,1096,2023-03-26,4,19.6
95,20,171,2023-06-21,4,23.6
96,21,1042,2023-11-01,2,99.8
97,21,633,2023-01-30,1,69.9
98,21,639,2023-06-14,3,8.7
99,21,133,2023-01-14,4,15.6
100,22,1146,2023-02-27,5,49.5
101,22,188,2023-11-10,1,34.9
102,22,1098,2023-11-16,5,29.5
103,22,1296,2023-10-20,4,59.6
104,22,1534,2023-09-02,2,81.8
105,22,170,2023-09-25,1,9.9
106,22,1151,2023-04-06,4,47.6
107,22,450,2023-05-23,5,29.5
108,22,74,2023-12-02,5,19.5
109,22,224,2023-09-14,1,50.0
110,22,1461,2023-09-05,4,1800.0
111,23,1392,2023-06-03,1,200.0
112,23,1261,2023-02-13,4,35.6
113,23,591,2023-11-25,4,159.6
114,23,788,2023-04-29,5,99.5
115,23,640,2023-09-14,4,11.6
116,23,860,2023-03-18,5,9.5
117,23,344,2023-02-18,3,20.7
118,23,1071,2023-01-05,1,14.9
119,23,1389,2023-08-28,1,150.0
120,23,35,2023-03-23,3,89.7
121,23,636,2023-05-09,2,99.8
122,24,786,2023-01-14,4,35.6
123,24,1124,2023-12-23,4,31.6
124,24,171,2023-03-19,4,23.6
125,24,685,2023-10-02,5,174.5
126,25,921,2023-01-15,3,149.7
127,25,722,2023-06-01,5,19.5
128,25,1547,2023-02-21,5,6000.0
129,25,25,2023-09-12,5,199.95
130,25,1041,2023-02-27,3,38.7
131,25,1190,2023-10-04,2,120.0
132,25,1481,2023-11-10,5,149.5
133,25,515,2023-12-17,2,99.8
134,26,631,2023-02-16,3,59.7
135,26,1185,2023-09-28,1,5.9
136,26,748,2023-12-22,5,945.0
137,26,1088,2023-12-11,1,219.9
138,26,316,2023-06-26,4,43.6
139,26,152,2023-08-24,1,2.9
140,26,835,2023-01-12,2,3.8
141,27,65,2023-07-10,3,50.7
142,27,1283,2023-01-03,3,3.0
143,27,881,2023-08-13,2,3.8
144,28,573,2023-07-21,5,39.5
145,28,20,2023-05-07,3,239.7
146,28,728,2023-09-21,3,8.7
147,28,644,2023-07-25,1,3.9
148,29,494,2023-06-16,1,49.9
149,29,396,2023-07-10,5,249.5
150,29,554,2023-11-18,3,89.7
151,30,1184,2023-07-13,4,19.6
152,30,695,2023-02-24,3,59.7
153,30,1037,2023-05-06,2,29.8
154,30,53,2023-01-02,5,9.5
155,31,321,2023-10-22,3,17.7
156,31,515,2023-09-21,3,149.7
157,31,1425,2023-11-15,4,63.6
158,31,1423,2023-03-31,3,26.7
159,32,939,2023-12-23,5,149.5
160,32,144,2023-09-07,2,7.8
161,33,1019,2023-11-16,1,79.0
162,33,30,2023-12-30,3,269.97
163,33,606,2023-11-17,2,99.8
164,33,406,2023-01-14,4,103.6
165,33,1503,2023-07-10,2,50.0
166,33,1254,2023-01-16,1,10.9
167,33,420,2023-04-30,1,6.9
168,33,30,2023-04-20,1,89.99
169,33,1446,2023-04-26,1,4.9
170,33,1130,2023-08-26,1,4.9
171,33,1231,2023-05-20,1,2.9
172,34,787,2023-05-29,2,21.8
173,34,845,2023-04-04,3,20.7
174,35,113,2023-03-03,2,39.8
175,35,157,2023-06-23,4,99.6
176,35,811,2023-07-11,2,11.8
177,36,160,2023-05-27,5,9.5
178,36,4,2023-02-04,4,75.6
179,36,1310,2023-01-31,2,56.0
180,36,441,2023-11-04,4,51.6
181,36,1557,2023-06-27,1,15.0
182,36,844,2023-10-24,4,15.6
183,36,703,2023-10-01,4,100.0
184,36,962,2023-10-25,4,400.0
185,36,1148,2023-07-31,2,7.8
186,36,1110,2023-10-21,1,9.9
187,37,369,2023-08-27,4,59.6
188,37,1224,2023-10-23,4,19.6
189,38,155,2023-06-19,2,3.8
190,38,370,2023-08-28,3,44.7
191,39,850,2023-01-18,1,4.9
192,39,126,2023-12-15,3,17.7
193,39,335,2023-01-06,5,224.5
194,39,408,2023-07-20,4,51.6
195,39,942,2023-07-28,4,159.6
196,40,1427,2023-04-29,5,24.5
197,41,249,2023-09-28,3,179.7
198,41,1412,2023-11-25,4,11.6
199,41,254,2023-05-23,1,39.99
200,41,70,2023-07-05,1,1.9
201,41,662,2023-09-26,3,26.7
202,41,170,2023-08-26,2,19.8
203,41,1102,2023-02-23,1,7.9
204,41,259,2023-08-22,2,30.0
205,41,400,2023-05-17,4,119.6
206,41,1296,2023-06-10,4,59.6
207,42,1012,2023-12-31,5,64.5
208,42,37,2023-10-14,4,99.6
209,42,48,2023-09-06,1,2.9
210,42,715,2023-05-04,3,120.0
211,42,176,2023-12-27,4,11.6
212,42,1551,2023-12-24,2,7.8
213,42,791,2023-08-12,2,5.8
214,42,843,2023-01-02,1,4.9
215,43,95,2023-11-01,1,2.9
216,43,725,2023-12-23,4,43.6
217,43,136,2023-06-20,1,34.9
218,43,962,2023-02-27,4,400.0
219,44,277,2023-04-08,2,60.0
220,44,791,2023-08-24,3,8.7
221,44,725,2023-02-23,3,32.7
222,44,733,2023-10-05,3,14.7
223,44,932,2023-07-02,2,59.98
224,44,40,2023-03-19,5,74.5
225,44,345,2023-08-26,3,23.7
226,44,439,2023-12-15,2,29.8
227,44,449,2023-10-20,2,33.8
228,44,1366,2023-03-07,4,19.6
229,44,1405,2023-12-21,3,23.7
230,46,1192,2023-03-19,3,300.0
231,46,345,2023-05-13,1,7.9
232,47,1419,2023-05-16,5,24.5
233,47,1119,2023-10-12,2,9.8
234,48,509,2023-02-28,2,99.8
235,48,682,2023-02-01,5,29.5
236,48,156,2023-08-29,2,3.8
237,48,421,2023-03-25,5,74.5
238,48,81,2023-11-22,4,19.6
239,49,1471,2023-03-04,2,17.8
240,49,693,2023-11-02,1,19.9
241,49,140,2023-06-16,1,39.9
242,49,224,2023-05-17,5,250.0
243,49,719,2023-02-27,4,400.0
244,49,62,2023-05-25,4,15.6
245,49,912,2023-09-24,1,59.9
246,49,51,2023-05-24,4,3.96
247,49,1540,2023-07-15,1,8.9
248,50,1110,2023-07-30,3,29.7
249,51,498,2023-09-17,4,199.6
250,51,1362,2023-07-31,2,7.8
251,51,895,2023-02-03,4,1800.0
252,51,796,2023-10-30,3,149.7
253,51,571,2023-06-22,1,39.9
254,51,889,2023-11-14,3,4.5
255,51,858,2023-09-04,2,3.8
256,51,730,2023-06-27,5,14.5
257,51,1003,2023-10-19,2,199.8
258,51,1512,2023-05-07,4,11.6
259,51,1556,2023-05-25,2,9.8
260,52,148,2023-04-25,5,224.5
261,52,1290,2023-03-13,3,14.7
262,52,1250,2023-05-29,1,14.9
263,52,478,2023-10-14,2,59.8
264,52,1047,2023-04-01,1,49.9
265,53,946,2023-06-14,5,149.5
266,53,442,2023-05-13,5,34.5
267,53,1014,2023-05-24,2,39.8
268,53,1271,2023-07-18,5,199.5
269,53,969,2023-04-02,4,79.96
270,55,1263,2023-10-11,1,1.9
271,55,750,2023-04-03,1,189.0
272,55,881,2023-09-27,4,7.6
273,56,1452,2023-01-30,3,38.7
274,56,1039,2023-11-26,3,59.7
275,56,310,2023-05-20,4,51.6
276,56,391,2023-01-21,5,149.5
277,56,939,2023-08-29,2,59.8
278,56,722,2023-07-21,4,15.6
279,56,1438,2023-05-22,3,8.7
280,56,1406,2023-05-05,4,47.6
281,56,506,2023-01-29,2,99.8
282,56,1426,2023-05-09,4,71.6
283,57,481,2023-05-27,2,59.98
284,57,957,2023-10-18,3,119.7
285,58,630,2023-11-10,1,19.9
286,58,963,2023-06-17,5,400.0
287,58,738,2023-06-12,3,149.7
288,58,181,2023-07-18,2,69.8
289,58,735,2023-10-21,5,199.5
290,59,709,2023-11-15,3,1200.0
291,59,344,2023-04-27,3,20.7
292,60,140,2023-07-14,2,79.8
293,60,274,2023-05-28,4,120.0
294,60,831,2023-05-29,3,11.7
295,60,1209,2023-01-08,3,119.97
296,60,555,2023-05-28,4,239.6
297,60,94,2023-08-15,5,164.5
298,60,520,2023-08-18,4,1200.0
299,60,1269,2023-11-08,3,89.7
300,61,158,2023-02-10,2,25.8
301,61,1032,2023-11-11,5,149.5
302,61,913,2023-09-21,5,74.5
303,61,1373,2023-09-26,3,5.7
304,61,1432,2023-09-02,5,199.5
305,61,594,2023-06-19,5,124.95
306,61,1342,2023-04-17,2,9.8
307,61,504,2023-09-09,1,49.9
308,61,635,2023-09-13,3,779.7
309,62,273,2023-09-28,2,20.0
310,62,404,2023-01-12,5,99.5
311,62,746,2023-09-02,2,59.8
312,64,613,2023-08-22,1,49.9
313,64,837,2023-12-01,3,5.7
314,64,1528,2023-03-07,2,35.8
315,64,262,2023-06-23,3,74.97
316,64,720,2023-03-18,1,9.9
317,64,1218,2023-08-28,4,19.6
318,64,999,2023-01-12,5,250.0
319,64,817,2023-01-04,2,9.8
320,66,176,2023-06-05,2,5.8
321,66,1496,2023-06-04,1,25.0
322,66,773,2023-02-10,4,240.0
323,67,455,2023-03-28,4,15.6
324,67,360,2023-12-22,1,4.9
325,68,47,2023-04-01,3,11.7
326,68,0,2023-11-27,3,38.7
327,68,717,2023-10-11,4,1600.0
328,68,84,2023-02-13,3,11.7
329,68,565,2023-10-24,2,300.0
330,68,1345,2023-08-12,4,19.6
331,69,699,2023-02-07,2,39.8
332,70,603,2023-07-19,1,49.9
333,70,1288,2023-10-20,1,1.9
334,70,1393,2023-06-15,5,1750.0
335,70,1405,2023-04-30,5,39.5
336,70,872,2023-02-12,2,3.8
337,70,650,2023-11-09,5,14.5
338,70,608,2023-01-30,4,199.6
339,70,597,2023-07-23,3,149.7
340,70,747,2023-11-04,1,189.0
341,70,1402,2023-11-03,3,35.7
342,70,1444,2023-05-18,1,1.9
343,71,313,2023-01-29,2,27.8
344,71,355,2023-01-17,1,39.9
345,71,1034,2023-09-19,2,99.8
346,71,316,2023-02-21,3,32.7
347,71,0,2023-06-19,1,12.9
348,71,509,2023-08-12,5,249.5
349,71,1554,2023-10-17,1,2.9
350,71,1172,2023-11-20,2,17.8
351,71,496,2023-09-24,2,99.8
352,72,1187,2023-12-19,4,399.6
353,72,1477,2023-06-15,1,14.9
354,72,345,2023-09-23,4,31.6
355,72,1204,2023-04-12,4,159.6
356,72,1157,2023-07-01,1,19.9
357,72,970,2023-06-20,3,59.97
358,73,1230,2023-08-03,3,8.7
359,73,509,2023-07-23,3,149.7
360,73,52,2023-10-09,1,11.9
361,73,902,2023-09-15,3,149.7
362,73,1484,2023-06-18,4,35.96
363,73,1392,2023-02-19,2,400.0
364,73,1040,2023-11-17,2,99.8
365,73,337,2023-01-01,5,224.5
366,73,151,2023-01-27,5,14.5
367,74,966,2023-06-06,1,19.99
368,74,270,2023-09-01,5,124.95
369,76,1294,2023-08-19,2,3.8
370,76,272,2023-09-29,4,64.0
371,76,146,2023-01-30,1,3.9
372,76,1104,2023-09-21,4,31.6
373,76,372,2023-10-10,1,19.9
374,76,1426,2023-11-24,4,71.6
375,76,573,2023-10-06,4,31.6
376,76,59,2023-05-16,4,119.6
377,76,1477,2023-06-01,2,29.8
378,76,59,2023-07-07,1,29.9
379,76,1033,2023-11-07,5,249.5
380,77,1458,2023-07-17,2,17.8
381,77,359,2023-12-24,3,119.7
382,77,1185,2023-12-17,1,5.9
383,77,690,2023-10-04,4,79.6
384,77,669,2023-06-15,2,7.8
385,77,146,2023-02-24,3,11.7
386,77,644,2023-05-07,5,19.5
387,77,677,2023-08-12,5,29.5
388,77,1270,2023-07-30,1,59.9
389,77,116,2023-08-27,2,33.8
390,78,1216,2023-07-06,4,159.96
391,78,1414,2023-04-02,2,13.8
392,78,481,2023-12-29,2,59.98
393,78,1371,2023-07-22,5,9.5
394,78,960,2023-12-22,3,240.0
395,78,685,2023-09-30,4,139.6
396,79,268,2023-07-06,3,36.0
397,79,847,2023-11-27,2,3.8
398,79,214,2023-10-02,5,99.5
399,79,523,2023-11-11,1,39.9
400,80,870,2023-01-24,3,3.0
401,80,1437,2023-09-21,5,29.5
402,80,751,2023-12-19,4,759.6
403,80,1470,2023-07-27,4,39.6
404,80,1451,2023-12-13,5,14.5
405,80,1384,2023-08-05,1,600.0
406,81,138,2023-05-26,2,13.8
407,81,446,2023-01-14,4,11.6
408,81,228,2023-03-20,3,45.0
409,81,162,2023-07-23,4,27.6
410,81,1385,2023-08-24,2,800.0
411,81,1064,2023-08-21,1,19.9
412,82,262,2023-09-11,3,74.97
413,82,1186,2023-04-06,5,72.5
414,82,1068,2023-11-05,4,59.6
415,82,986,2023-02-08,2,79.8
416,82,627,2023-01-29,4,79.6
417,82,534,2023-10-25,4,320.0
418,82,77,2023-08-04,5,24.5
419,82,1135,2023-11-23,3,29.7
420,82,376,2023-05-18,3,59.7
421,82,1316,2023-03-26,3,14.7
422,82,1305,2023-09-07,5,60.0
423,82,1116,2023-08-14,2,13.8
424,82,992,2023-05-20,2,139.8
425,82,691,2023-05-28,3,59.7
426,82,1262,2023-03-19,5,44.5
427,82,964,2023-03-13,4,520.0
428,82,1380,2023-04-03,2,800.0
429,82,1111,2023-11-12,2,19.8
430,83,1348,2023-06-21,5,24.5
431,84,1151,2023-06-11,4,47.6
432,84,1235,2023-10-06,5,49.5
433,84,1242,2023-06-11,2,9.8
434,84,614,2023-02-04,1,49.9
435,84,1547,2023-06-27,5,6000.0
436,84,1459,2023-12-19,2,19.8
437,84,631,2023-02-17,2,39.8
438,84,1201,2023-07-31,3,74.97
439,84,531,2023-02-16,5,350.0
440,84,1560,2023-11-10,3,119.7
441,84,305,2023-09-03,1,24.9
442,85,662,2023-05-09,1,8.9
443,85,1014,2023-03-01,1,19.9
444,85,105,2023-11-19,5,14.5
445,85,716,2023-11-18,2,200.0
446,85,494,2023-10-26,1,49.9
447,85,286,2023-09-07,3,5.7
448,85,1113,2023-08-20,4,51.6
449,85,1026,2023-04-14,4,119.6
450,86,949,2023-11-03,1,49.9
451,86,118,2023-06-20,1,6.9
452,86,125,2023-04-13,1,6.9
453,86,826,2023-05-02,3,5.7
454,86,312,2023-10-11,1,13.9
455,87,1310,2023-12-08,2,56.0
456,87,1120,2023-10-28,2,33.8
457,87,280,2023-08-25,4,79.6
458,87,1222,2023-02-26,5,9.5
459,87,663,2023-11-04,3,23.7
460,88,1087,2023-01-10,4,35.6
461,88,1086,2023-10-11,4,99.6
462,88,952,2023-12-22,2,99.8
463,88,138,2023-10-23,3,20.7
464,88,1020,2023-10-12,5,124.5
465,88,394,2023-05-22,4,119.6
466,90,1311,2023-06-10,1,65.0
467,90,926,2023-02-01,3,29.97
468,90,1081,2023-11-04,1,39.9
469,90,968,2023-03-17,3,59.97
470,90,675,2023-01-12,4,27.6
471,90,139,2023-12-09,1,2.9
472,90,545,2023-12-23,3,209.7
473,90,1255,2023-07-28,3,149.7
474,90,156,2023-04-15,2,3.8
475,90,834,2023-08-11,1,6.9
476,90,1400,2023-04-04,5,14.5
477,90,63,2023-04-07,1,3.9
478,90,1080,2023-09-30,4,35.6
479,90,1104,2023-09-06,3,23.7
480,91,174,2023-09-08,5,84.5
481,91,1460,2023-02-17,5,2000.0
482,91,907,2023-09-01,5,174.5
483,91,1260,2023-11-20,3,14.7
484,92,951,2023-03-08,5,149.5
485,92,854,2023-06-26,4,7.6
486,92,171,2023-04-05,1,5.9
487,92,911,2023-11-15,3,179.7
488,92,1087,2023-07-23,1,8.9
489,92,1039,2023-03-10,2,39.8
490,92,321,2023-06-27,2,11.8
491,92,13,2023-02-11,1,59.9
492,93,678,2023-09-04,4,111.6
493,93,917,2023-01-16,5,300.0
494,93,1047,2023-12-29,4,199.6
495,93,1449,2023-05-18,1,0.9
496,93,1034,2023-03-30,1,49.9
497,93,1279,2023-03-28,5,150.0
498,93,170,2023-06-30,5,49.5
499,94,913,2023-11-29,1,14.9
500,94,201,2023-05-01,4,199.6
501,94,1287,2023-04-25,3,17.7
502,94,807,2023-03-17,4,9.6
503,94,99,2023-10-15,4,19.6
504,94,378,2023-01-21,1,19.9
505,94,730,2023-05-12,5,14.5
506,94,565,2023-06-26,5,750.0
507,94,365,2023-01-01,1,4.9
508,94,311,2023-08-19,5,59.5
509,94,114,2023-08-31,2,31.8
510,95,168,2023-04-13,1,5.9
511,96,1468,2023-10-05,4,59.6
512,96,704,2023-04-29,3,90.0
513,96,768,2023-11-16,2,7.8
514,96,1472,2023-02-16,4,35.6
515,96,570,2023-11-18,5,199.5
516,96,775,2023-12-06,2,12.0
517,96,1252,2023-02-18,3,44.7
518,96,348,2023-10-21,3,59.7
519,97,469,2023-01-28,1,79.9
520,97,272,2023-01-31,2,32.0
521,97,1136,2023-09-25,2,25.8
522,97,1044,2023-10-09,3,149.7
523,97,549,2023-04-04,5,199.5
524,97,566,2023-11-01,3,507.0
525,97,187,2023-08-25,5,199.5
526,97,273,2023-08-19,3,30.0
527,98,1485,2023-05-24,5,24.5
528,98,424,2023-01-17,3,7.5
529,98,487,2023-04-30,3,149.7
530,98,433,2023-09-19,4,39.6
531,98,1529,2023-01-30,3,26.7
532,98,1555,2023-12-26,4,6.0
533,98,699,2023-12-01,2,39.8
534,99,317,2023-11-22,4,31.6
535,99,836,2023-10-30,3,11.7
536,99,1231,2023-05-31,2,5.8
537,99,129,2023-11-13,2,7.8
538,99,817,2023-09-11,1,4.9
539,99,33,2023-08-14,4,19.6
540,99,61,2023-11-20,2,23.8
541,99,1425,2023-12-10,4,63.6
542,99,1191,2023-08-18,2,220.0
543,99,875,2023-09-28,2,5.8
544,100,565,2023-09-30,1,150.0
545,100,1202,2023-06-03,5,249.95
546,100,858,2023-04-25,2,3.8
547,100,1411,2023-06-09,1,1.9
548,100,750,2023-06-17,3,567.0
549,100,123,2023-05-29,1,6.9
550,100,707,2023-05-28,5,350.0
551,101,143,2023-11-13,2,17.8
552,101,216,2023-07-12,4,1600.0
553,101,435,2023-04-20,4,6.0
554,103,250,2023-07-24,3,149.7
555,103,750,2023-05-04,1,189.0
556,103,123,2023-09-25,1,6.9
557,103,500,2023-07-11,4,199.6
558,103,96,2023-10-01,5,124.5
559,103,596,2023-04-10,1,29.9
560,103,833,2023-04-27,4,19.6
561,103,138,2023-11-01,2,13.8
562,103,1326,2023-10-17,2,9.8
563,103,162,2023-07-19,2,13.8
564,103,1103,2023-10-20,4,31.6
565,103,1400,2023-07-20,4,11.6
566,103,919,2023-08-17,4,159.96
567,103,388,2023-03-17,1,14.9
568,104,1146,2023-03-08,1,9.9
569,104,498,2023-02-26,2,99.8
570,104,1136,2023-03-25,5,64.5
571,104,1160,2023-01-22,2,20.0
572,104,1077,2023-12-02,3,74.7
573,104,735,2023-11-17,1,39.9
574,104,883,2023-09-10,2,7.8
575,104,955,2023-11-16,1,39.99
576,104,542,2023-09-06,3,119.7
577,105,1215,2023-12-03,5,149.95
578,106,799,2023-04-14,4,279.6
579,106,1400,2023-01-31,2,5.8
580,106,603,2023-01-27,5,249.5
581,106,1099,2023-05-13,1,3.9
582,106,313,2023-10-01,1,13.9
583,106,1462,2023-01-10,1,95.0
584,106,659,2023-10-18,2,43.8
585,107,279,2023-01-19,5,99.5
586,107,64,2023-01-03,5,24.5
587,107,1334,2023-02-20,3,14.7
588,107,1358,2023-07-04,4,11.6
589,107,436,2023-10-18,1,4.9
590,107,42,2023-08-11,4,119.6
591,107,164,2023-08-26,3,17.7
592,108,317,2023-09-02,4,31.6
593,108,1537,2023-01-23,4,19.6
594,109,1129,2023-08-26,4,27.6
595,109,1339,2023-03-20,2,9.8
596,109,505,2023-04-10,2,99.8
597,109,1307,2023-06-07,4,48.0
598,109,504,2023-04-24,2,99.8
599,109,1243,2023-12-05,1,9.9
600,109,1093,2023-01-11,1,14.9
601,110,446,2023-04-18,2,5.8
602,110,569,2023-09-17,3,119.7
603,110,1008,2023-11-11,1,24.9
604,110,1308,2023-11-13,2,60.0
605,110,634,2023-04-17,2,139.8
606,110,1191,2023-10-04,4,440.0
607,110,1532,2023-06-23,1,23.9
608,110,342,2023-04-02,1,39.9
609,111,130,2023-04-23,3,74.7
610,111,1462,2023-08-14,2,190.0
611,112,75,2023-09-27,5,129.5
612,112,112,2023-08-30,4,63.6
613,112,484,2023-02-08,1,14.9
614,112,1537,2023-10-13,2,9.8
615,112,985,2023-03-21,4,99.96
616,112,100,2023-08-10,1,11.9
617,112,1362,2023-03-01,3,11.7
618,113,896,2023-10-20,4,99.6
619,114,902,2023-01-12,3,149.7
620,114,121,2023-12-15,4,19.6
621,114,324,2023-05-03,1,6.9
622,115,39,2023-04-25,1,2.9
623,115,893,2023-01-30,3,207.0
624,115,1272,2023-06-14,1,29.9
625,115,1231,2023-08-24,2,5.8
626,115,149,2023-01-09,3,119.7
627,115,35,2023-05-07,2,59.8
628,115,675,2023-10-21,3,20.7
629,115,1021,2023-10-21,2,60.0
630,115,1116,2023-01-01,2,13.8
631,116,370,2023-04-27,4,59.6
632,116,440,2023-11-17,4,35.6
633,116,371,2023-09-02,2,39.8
634,116,709,2023-05-05,2,800.0
635,116,1096,2023-01-05,1,4.9
636,117,1103,2023-10-28,1,7.9
637,117,285,2023-12-07,2,19.8
638,117,596,2023-08-17,5,149.5
639,117,744,2023-08-05,3,23.7
640,117,484,2023-10-05,2,29.8
641,117,398,2023-03-26,1,19.9
642,118,53,2023-03-11,4,7.6
643,118,341,2023-10-06,5,149.5
644,118,842,2023-08-31,2,3.8
645,118,951,2023-06-05,3,89.7
646,118,1088,2023-06-13,1,219.9
647,119,918,2023-05-22,1,34.9
648,120,527,2023-09-23,4,159.6
649,122,927,2023-08-13,1,9.99
650,122,238,2023-09-17,5,199.95
651,122,240,2023-07-08,4,359.6
652,123,195,2023-08-11,3,164.7
653,123,161,2023-01-10,5,49.5
654,123,627,2023-07-27,3,59.7
655,123,421,2023-04-10,4,59.6
656,123,934,2023-03-13,3,179.97
657,123,1087,2023-04-22,1,8.9
658,123,1413,2023-04-14,2,9.8
659,124,583,2023-01-08,5,249.5
660,124,1199,2023-08-06,1,35.9
661,124,195,2023-02-10,2,109.8
662,124,245,2023-03-26,3,149.97
663,124,1287,2023-09-26,5,29.5
664,124,255,2023-01-01,5,199.95
665,124,843,2023-02-23,3,14.7
666,124,1302,2023-08-24,3,210.0
667,124,1096,2023-01-02,4,19.6
668,124,553,2023-11-19,2,59.8
669,125,1105,2023-10-29,4,39.6
670,125,51,2023-02-11,5,4.95
671,125,547,2023-08-25,4,439.6
672,125,148,2023-03-25,1,44.9
673,125,1535,2023-04-12,4,39.6
674,125,21,2023-12-28,2,19.8
675,126,484,2023-11-23,4,59.6
676,126,855,2023-04-19,3,14.7
677,126,1155,2023-11-25,1,14.9
678,126,668,2023-03-14,5,34.5
679,127,86,2023-11-28,4,115.6
680,128,1200,2023-12-29,5,199.5
681,128,599,2023-12-18,1,39.99
682,128,496,2023-07-01,1,49.9
683,128,410,2023-06-14,4,79.6
684,129,864,2023-07-08,4,6.0
685,129,286,2023-09-06,2,3.8
686,130,1109,2023-07-04,4,39.6
687,130,1202,2023-06-24,3,149.97
688,130,141,2023-01-14,2,49.8
689,130,1487,2023-10-11,1,64.0
690,130,1247,2023-03-12,3,29.7
691,130,995,2023-08-30,4,239.6
692,130,892,2023-12-17,3,1500.0
693,130,316,2023-07-21,5,54.5
694,130,1346,2023-08-13,1,4.9
695,131,1406,2023-01-15,2,23.8
696,131,941,2023-12-23,5,249.5
697,131,107,2023-06-15,1,18.9
698,131,1021,2023-08-05,4,120.0
699,131,267,2023-01-23,3,90.0
700,131,1046,2023-08-20,3,59.7
701,131,84,2023-02-02,5,19.5
702,131,193,2023-10-26,1,34.9
703,132,123,2023-08-05,1,6.9
704,132,315,2023-05-22,4,47.6
705,132,1018,2023-11-18,4,516.0
706,132,41,2023-02-11,2,19.8
707,132,1052,2023-12-30,2,59.8
708,132,329,2023-03-02,1,7.9
709,132,138,2023-06-19,1,6.9
710,133,990,2023-06-13,1,79.9
711,133,240,2023-05-22,2,179.8
712,134,1170,2023-05-19,5,39.5
713,134,1546,2023-01-18,5,450.0
714,134,66,2023-11-23,2,27.8
715,134,189,2023-01-13,5,199.5
716,134,1099,2023-05-31,3,11.7
717,134,96,2023-11-24,2,49.8
718,134,79,2023-03-18,5,164.5
719,135,569,2023-01-26,5,199.5
