,title,collections,current_price,colors,sizes,is_active,quantity
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,OffWhite,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,OffWhite,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,OffWhite,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,home,12.9,OffWhite,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,bedding,12.9,OffWhite,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,OffWhite,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,OffWhite,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,OffWhite,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,home,12.9,OffWhite,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,bedding,12.9,LightGray,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,LightGray,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,LightGray,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,LightGray,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,home,12.9,LightGray,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,bedding,12.9,LightGray,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,LightGray,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,LightGray,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,LightGray,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,home,12.9,LightGray,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,bedding,12.9,Beige,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,Beige,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,Beige,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,Beige,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,home,12.9,Beige,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,bedding,12.9,Beige,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,Beige,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,Beige,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,Beige,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,home,12.9,Beige,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,bedding,12.9,Blue,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,Blue,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,Blue,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,Blue,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,home,12.9,Blue,"Standard(W16.9xL24.8"")",True,300
18,Lyocell Pillowcase,bedding,12.9,Blue,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,back-to-school-dorm-room-essentials,12.9,Blue,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,pillows-pillowcases,12.9,Blue,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,limited-time-offers,12.9,Blue,"Queen(W19.7xL27.6"")",True,300
18,Lyocell Pillowcase,home,12.9,Blue,"Queen(W19.7xL27.6"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,OffWhite,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,OffWhite,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,OffWhite,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,OffWhite,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,OffWhite,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,OffWhite,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,OffWhite,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,OffWhite,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,OffWhite,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,OffWhite,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,OffWhite,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,OffWhite,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,OffWhite,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,OffWhite,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,OffWhite,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,OffWhite,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,OffWhite,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,OffWhite,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,OffWhite,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,OffWhite,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,LightGray,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,LightGray,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,LightGray,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,LightGray,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,LightGray,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,LightGray,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,LightGray,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,LightGray,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,LightGray,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,LightGray,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,LightGray,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,LightGray,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,LightGray,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,LightGray,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,LightGray,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,LightGray,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,LightGray,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,LightGray,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,LightGray,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,LightGray,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Beige,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Beige,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Beige,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Beige,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Beige,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Beige,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Beige,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Beige,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Beige,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Beige,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Beige,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Beige,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Beige,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Beige,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Beige,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Beige,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Beige,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Beige,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Beige,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Beige,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Blue,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Blue,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Blue,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Blue,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Blue,"Single(L39.3xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Blue,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Blue,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Blue,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Blue,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Blue,"Double(L55.1xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Blue,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Blue,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Blue,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Blue,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Blue,"Queen(L62.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bedding,49.9,Blue,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,back-to-school-dorm-room-essentials,49.9,Blue,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,limited-time-offers,49.9,Blue,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,home,49.9,Blue,"King(L70.9xW78.7"")",True,300
19,Lyocell Fitted Sheet,bed-pads-fitted-sheets,49.9,Blue,"King(L70.9xW78.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,OffWhite,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,OffWhite,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,OffWhite,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,OffWhite,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,OffWhite,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,OffWhite,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,OffWhite,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,OffWhite,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,OffWhite,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,OffWhite,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,OffWhite,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,OffWhite,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,OffWhite,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,OffWhite,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,OffWhite,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,LightGray,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,LightGray,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,LightGray,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,LightGray,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,LightGray,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,LightGray,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,LightGray,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,LightGray,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,LightGray,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,LightGray,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,LightGray,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,LightGray,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,LightGray,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,LightGray,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,LightGray,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,Beige,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,Beige,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,Beige,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,Beige,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,Beige,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,Beige,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,Beige,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,Beige,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,Beige,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,Beige,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,Beige,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,Beige,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,Beige,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,Beige,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,Beige,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,Blue,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,Blue,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,Blue,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,Blue,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,Blue,"SemiDouble(L65.0xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,Blue,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,Blue,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,Blue,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,Blue,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,Blue,"Queen(L80.7xW82.7"")",True,300
20,Lyocell Duvet Cover,bedding,79.9,Blue,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,back-to-school-dorm-room-essentials,79.9,Blue,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,duvets-duvet-covers,79.9,Blue,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,limited-time-offers,79.9,Blue,"King(L90.6xW82.7"")",True,300
20,Lyocell Duvet Cover,home,79.9,Blue,"King(L90.6xW82.7"")",True,300
21,Stretchable Cool Touch Pillow Case,bedding,9.9,LightGray,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,back-to-school-dorm-room-essentials,9.9,LightGray,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,pillows-pillowcases,9.9,LightGray,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,limited-time-offers,9.9,LightGray,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,home,9.9,LightGray,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,bedding,9.9,LightGray,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,back-to-school-dorm-room-essentials,9.9,LightGray,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,pillows-pillowcases,9.9,LightGray,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,limited-time-offers,9.9,LightGray,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,home,9.9,LightGray,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,bedding,9.9,Beige,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,back-to-school-dorm-room-essentials,9.9,Beige,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,pillows-pillowcases,9.9,Beige,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,limited-time-offers,9.9,Beige,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,home,9.9,Beige,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,bedding,9.9,Beige,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,back-to-school-dorm-room-essentials,9.9,Beige,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,pillows-pillowcases,9.9,Beige,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,limited-time-offers,9.9,Beige,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,home,9.9,Beige,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,bedding,9.9,Blue,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,back-to-school-dorm-room-essentials,9.9,Blue,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,pillows-pillowcases,9.9,Blue,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,limited-time-offers,9.9,Blue,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,home,9.9,Blue,"Standard(W16.9xL24.8"")",True,200
21,Stretchable Cool Touch Pillow Case,bedding,9.9,Blue,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,back-to-school-dorm-room-essentials,9.9,Blue,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,pillows-pillowcases,9.9,Blue,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,limited-time-offers,9.9,Blue,"Queen(W19.7xL27.6"")",True,200
21,Stretchable Cool Touch Pillow Case,home,9.9,Blue,"Queen(W19.7xL27.6"")",True,200
22,Stretchable Cool Touch Fitted Sheet,bedding,39.9,LightGray,"SemiDouble-Double(W43.3xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,back-to-school-dorm-room-essentials,39.9,LightGray,"SemiDouble-Double(W43.3xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,limited-time-offers,39.9,LightGray,"SemiDouble-Double(W43.3xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,home,39.9,LightGray,"SemiDouble-Double(W43.3xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,bed-pads-fitted-sheets,39.9,LightGray,"SemiDouble-Double(W43.3xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,bedding,39.9,LightGray,"Queen-King(W53.1xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,back-to-school-dorm-room-essentials,39.9,LightGray,"Queen-King(W53.1xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,limited-time-offers,39.9,LightGray,"Queen-King(W53.1xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,home,39.9,LightGray,"Queen-King(W53.1xL66.9xD15"")",True,300
22,Stretchable Cool Touch Fitted Sheet,bed-pads-fitted-sheets,39.9,LightGray,"Queen-King(W53.1xL66.9xD15"")",True,300
